Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
1990,129,0,8295,19065,1,30,16153600,10000000,1.62,6.5,1.85,
2002,81,176,37901,361,1,518,16033556,10000000,1.60,6.2,2.35,0
1990,96,31,90070,3119,0,248,16667084,11000000,1.52,7.1,1.85,
2003,84,36,87494,3416,1,540,15417771,12600000,1.22,6.1,1.85,0
1999,110,164,15358,571,2,131,15156200,30000000,0.51,6,2.35,
2012,130,337,135286,13960,1,261,21589307,10000000,2.16,7.4,2.35,27000
2007,84,134,23928,2737,2,73,20339754,10000000,2.03,5.9,1.85,
2013,106,293,22161,2787,11,68,28873374,10000000,2.89,4.1,1.85,0
2002,76,14,4564,3752,0,43,13684949,3000000,4.56,5.9,1.85,
2011,99,64,71679,17204,1,216,14597405,6400000,2.28,7,2.35,17000
2005,96,47,40514,4053,0,234,12570442,10000000,1.26,6.8,2.35,
1997,104,28,2801,3871,0,28,12514138,10000000,1.25,7.4,1.85,1000
2015,108,0,79909,3215,1,279,43771291,5000000,8.75,7.1,2.35,
2005,108,2,4360,1058,3,148,11703287,10000000,1.17,7,2.35,1000
2001,87,13,15617,22485,1,180,11560259,22000000,0.53,5.8,2.35,
1999,89,406,200293,3462,0,621,10824921,10000000,1.08,7.8,1.85,16000
1999,97,31,27265,6388,0,321,10561238,10000000,1.06,6.5,1.85,
2014,106,13000,55539,12418,3,147,14479776,10000000,1.45,7,1.85,2000
1998,100,532,39331,6046,0,481,9801782,10000000,0.98,6.3,1.85,
2004,89,18,12706,13626,9,75,8070311,10000000,0.81,5.3,1.85,0
2010,95,434,35888,2618,3,125,8460995,10000000,0.85,5.5,2.35,
2002,97,350,34848,1334,1,203,8111360,10000000,0.81,7.4,1.85,0
2013,94,0,79146,41059,10,352,8828771,6000000,1.47,4.3,1.85,
2010,103,207,176606,55175,0,374,67631157,100000000,0.68,6,2.35,25000
2008,95,4,21268,3651,0,53,7563670,10000000,0.76,5.2,2.35,
2012,101,63,87203,7747,2,221,6619173,10000000,0.66,6.7,2.35,25000
1998,101,194,782437,3858,2,1420,6712241,7500000,0.89,8.6,1.85,
2012,82,87,36029,3818,0,99,6842058,10000000,0.68,6.1,2.35,14000
2004,74,0,1231,5139,0,26,6491350,10000000,0.65,5.8,1.85,
1998,130,63,26832,29,3,247,9473382,10000000,0.95,7.7,1.85,0
1999,112,0,63733,1351,0,414,6197866,10000000,0.62,8,2.35,
2002,96,9,6200,26961,1,92,6044618,10000000,0.60,5.6,2.35,398000
2013,89,0,38459,2061,0,119,7764027,10000000,0.78,6.7,2.35,
2014,121,57,8058,3745,2,57,21569041,9000000,2.40,6.6,2.35,0
2001,85,49,3662,2446,2,79,4356743,16000000,0.27,4.1,1.85,
2006,120,0,84641,24270,0,205,5484375,10000000,0.55,7.3,1.85,0
2011,83,157,56005,3374,5,112,4244155,10000000,0.42,6.5,1.85,
2009,120,64,14031,474,1,114,5004648,10000000,0.50,7,1.85,0
2012,111,60,5612,5262,0,122,3333823,10000000,0.33,5.5,2.35,
1993,100,34,10735,13160,1,88,3275585,11500000,0.28,6.6,1.85,561000
1999,89,0,24412,1335,0,240,3193102,9000000,0.35,7.1,1.85,
2004,115,549,361169,5732,0,1624,54557348,6500000,8.39,7.9,2.35,18000
2000,135,25,6377,2735,0,181,3041803,10000000,0.30,7.1,2.35,
1987,92,4,1768,1891,4,37,3060858,10000000,0.31,5.6,1.85,28000
2006,120,108,20426,2673,1,175,1055654,10000000,0.11,7.3,2.35,
2011,97,105,9541,2603,1,64,2331318,10000000,0.23,3.3,1.85,0
2000,135,0,8720,4266,0,186,2185266,10000000,0.22,6.5,1.85,
2016,93,4,20837,578,1,127,26583369,10000000,2.66,4.8,1.85,1000
1981,118,76,892,2079,0,21,800000,14000000,0.06,5.2,2.35,
2014,97,387,30325,6322,2,96,7574066,10000000,0.76,6.3,1.85,0
2011,98,129,13174,2214,0,81,1754319,10000000,0.18,7.2,1.85,
2002,98,0,30096,1381,0,213,1641788,8000000,0.21,6.8,1.78,0
2000,101,3,5936,17665,0,91,1631839,10000000,0.16,5.7,1.85,
2002,132,41,9395,29177,1,103,1309849,10000000,0.13,7.2,2.35,0
2012,106,34,55567,23187,1,144,1939441,10000000,0.19,6.9,1.85,
2000,87,0,11403,3059,2,150,1276984,10000000,0.13,6.2,1.85,795000
2011,98,607,59297,11853,0,216,1987762,11000000,0.18,6.7,1.85,
2009,96,17,33473,4607,4,88,1474508,5000000,0.29,6.5,2.35,0
2003,104,23,10585,23513,1,83,1011054,10000000,0.10,7.2,2.35,
2007,93,0,9517,3307,2,46,900926,10000000,0.09,5.3,1.85,319000
2007,95,0,44208,20364,3,117,866778,10000000,0.09,6.7,2.35,
2002,89,0,13145,2006,0,215,598645,10000000,0.06,3.6,1.85,725000
2008,107,0,20008,988,3,112,578527,10000000,0.06,5.7,1.78,
2001,85,0,56923,700,2,243,488872,10000000,0.05,7.3,1.85,0
2003,93,787,11487,883,0,226,365734,10000000,0.04,5,1.66,
1997,101,324,1649,1256,0,21,231417,60000000,0.00,6.6,1.66,33000
2014,103,593,8307,1283,0,37,3093491,5000000,0.62,6.6,1.85,
2004,111,24,8708,768,2,56,228524,4000000,0.06,7.3,2.35,345000
2001,86,302,3080,3049,2,44,226792,10000000,0.02,6.2,1.85,
2006,90,76,31890,2217,0,194,136432,5000000,0.03,6.6,1.85,0
2005,82,216,9971,5761,1,119,131617,10000000,0.01,6.3,1.85,
1994,83,3,24958,17469,0,103,126247,6200000,0.02,3.3,1.85,321000
1997,86,71,2971,2655,0,85,15447,10000000,0.00,3.5,1.85,
2009,91,7,2941,16118,2,11,19348,10000000,0.00,5.5,2.35,37000
2009,90,0,7759,3124,2,20,100503,8000000,0.01,5.9,1.85,
2009,90,8,3662,3146,1,23,92900,5000000,0.02,4.7,1.85,546000
2007,93,7,4995,4725,1,34,5561,10000000,0.00,3.9,1.85,
2008,104,275,22753,940,4,94,3607,10000000,0.00,6.1,2.35,0
2004,85,0,7690,14656,6,68,70527,6500000,0.01,6.7,1.85,
2013,81,4,1920,81,0,7,11835,10000000,0.00,6.9,2.35,1000
2008,135,419,26156,569,0,74,128486,10000000,0.01,7.3,2.35,
2005,144,0,8369,1674,0,165,2483955,9600000,0.26,6.7,1.85,957000
2000,98,41,27492,3939,1,84,57176582,9500000,6.02,6.1,1.85,
1967,117,43,75280,2127,0,267,43100000,9500000,4.54,6.9,2.35,0
2012,127,0,70382,1557,1,190,225377,8900000,0.03,7.9,1.85,
1988,98,17,13190,3827,0,114,14114488,10500000,1.34,4.5,1.85,616000
1963,197,176,29323,4109,0,344,46300000,9400000,4.93,7.6,2.76,
1995,104,12,11612,23962,3,88,2600000,6000000,0.43,7.5,2.35,0
2011,130,3000,128729,15835,1,551,3029870,7400000,0.41,7.1,2.35,
2012,176,147,42296,13762,4,286,3047539,7217600,0.42,6.9,2.35,12000
1979,116,0,563827,2524,0,1110,78900000,11000000,7.17,8.5,2.35,
1974,88,365,96410,1094,0,826,30859000,83532,369.43,7.5,1.85,0
2010,106,50,39260,21711,2,129,3571735,10000000,0.36,6.6,2.35,
1971,181,278,29839,934,0,150,50000000,9000000,5.56,8,2.35,0
1965,130,92,82073,1164,1,275,63600000,9000000,7.07,7,2.35,
1996,123,473,10139,3661,4,70,36049108,9000000,4.01,6.8,2.35,0
1999,120,92,6525,5420,6,79,34074895,9000000,3.79,6.7,1.85,
1988,87,85,62038,760,0,281,33244684,9000000,3.69,6.5,1.85,0
2007,123,909,66610,1633,1,429,24530513,9000000,2.73,8,1.85,
2014,103,65,92364,6807,0,244,71519230,9000000,7.95,6.5,2.35,15000
2000,91,0,12324,4409,1,173,20035310,9000000,2.23,4.9,1.85,
2004,88,8,155262,3114,2,316,18225165,9000000,2.03,7.1,1.85,0
2000,126,37,20449,25660,0,370,17804273,20000000,0.89,7,1.85,
2000,120,46,41313,17336,3,246,16938179,8000000,2.12,7,1.85,0
2006,94,17,19918,1611,0,278,16235293,9000000,1.80,4.5,2.35,
1989,137,0,23441,1341,1,108,10161099,9000000,1.13,7.7,1.85,0
2000,119,188,27536,358,4,327,6047856,8500000,0.71,6.7,1.85,
2002,99,23,29058,2478,1,238,4681503,9000000,0.52,7,2.35,838000
1994,79,157,10476,4908,3,52,4350774,8000000,0.54,6.5,1.85,
2007,95,49,3624,2007,1,27,2955039,9000000,0.33,6.2,2.35,313000
2005,103,38,7833,1721,3,63,1530535,9000000,0.17,5.7,2.35,
2008,92,26,15200,3767,1,76,4881867,9000000,0.54,6.4,1.85,1000
2011,84,64,5156,4617,0,21,11860839,9000000,1.32,5.4,1.85,
2001,300,6,1666,32,3,47,454255,400000000,0.00,6.6,1.85,124000
1990,120,930,4302,2942,1,45,349618,9000000,0.04,6.1,1.85,
2002,121,608,8161,251,0,94,112935,9000000,0.01,7.6,1.85,484000
2009,97,3,1201,1426,3,14,883887,9000000,0.10,6.2,2.35,
2006,86,11,813,299,0,6,13751,11400000,0.00,6.6,1.85,135000
2008,45,28,14247,1098,1,44,145109,45000000,0.00,7.3,2.35,
2005,97,0,2599,1835,4,45,1046166,9000000,0.12,4.2,2.35,128000
1986,93,4,74743,822,1,93,174635000,8800000,19.84,6.5,2.35,
2007,84,8,63216,6954,0,196,14373825,8600000,1.67,6.5,2.35,0
2014,96,3,5228,2802,5,38,162,9000000,0.00,5.7,2.35,
2009,112,108,67760,13172,0,226,39462438,7000000,5.64,7.3,2.35,0
1979,125,43,6142,1097,0,52,29200000,8500000,3.44,6.9,1.85,
2013,96,68,7098,8097,9,41,21564616,8500000,2.54,5,1.85,0
1999,103,729,73640,3516,0,441,14879556,8000000,1.86,7.3,2.35,
2015,101,17,51326,36892,4,116,34017854,8500000,4.00,6.5,2.35,8000
2001,104,170,19412,1854,1,308,4273372,22000000,0.19,2.1,2.35,
2009,119,319,21360,3279,0,110,4440055,8500000,0.52,7,1.85,0
2010,128,160,69759,8532,2,235,4018695,12000000,0.33,8,2.35,
1984,107,71,51459,1962,0,113,80000000,8200000,9.76,6.5,1.85,0
2013,106,78,59545,0,0,312,6262942,9000000,0.70,6.9,2.35,
1999,126,407,5158,823,0,140,1997807,8000000,0.25,7.1,1.85,196000
1984,126,80,126916,2004,0,235,90800000,8000000,11.35,7.2,1.85,
2008,150,163,20419,4168,1,259,140244,8500000,0.02,6.7,1.85,8000
1994,178,16000,1324680,16557,1,2195,107930000,8000000,13.49,8.9,2.35,
2014,117,66,293304,15554,1,552,32279955,8500000,3.80,7.9,2.35,65000
2004,119,422,23823,3306,2,201,4992159,8550000,0.58,5.6,2.35,
1965,174,338,148172,1495,3,406,163214286,8200000,19.90,8,2.35,15000
1984,111,2000,54723,15361,2,99,69800000,8000000,8.73,6.2,1.85,
2006,101,36,355810,7227,1,889,59889948,8000000,7.49,7.9,2.35,15000
1986,89,0,271794,644,2,584,52287414,8000000,6.54,8.1,1.85,
2002,113,0,297250,241,0,1441,45063889,8000000,5.63,7.6,1.85,11000
2004,95,548,23671,1792,0,247,40066497,8000000,5.01,3.5,1.85,
1979,112,152,87090,17568,0,142,36500000,8000000,4.56,7.6,1.85,0
2002,109,44,5971,3199,1,60,27362712,8000000,3.42,6.5,1.85,
1996,108,0,3122,3023,2,14,34746109,8000000,4.34,5.6,2.35,559000
2011,100,129,270441,39807,2,378,34963967,8000000,4.37,7.7,1.85,
2008,90,5,26609,1534,1,148,25926543,8000000,3.24,5.2,1.85,0
2014,94,19,76791,1024,3,100,26049082,8000000,3.26,6.1,2.35,
1993,111,0,37269,37645,0,165,22551000,8000000,2.82,7.4,1.85,0
1969,142,13,59941,1769,2,452,22800000,7000000,3.26,6.8,2.35,
1994,107,0,38191,1775,0,271,18090181,8000000,2.26,6.4,1.85,0
1999,91,13,14904,1760,2,147,17843379,8000000,2.23,5.7,1.85,
1998,82,33,48225,2400,0,164,17278980,8000000,2.16,6.7,1.85,0
2009,97,3,17461,25792,1,78,16699684,8000000,2.09,5.6,1.85,
2005,128,79,109191,14747,0,625,50815288,50000000,1.02,7,2.35,0
2000,102,126,357275,25462,1,1061,15047419,7000000,2.15,7.6,2.35,
2002,93,44,37952,27646,3,298,14015786,5000000,2.80,6.5,1.85,938000
2009,138,78,53251,17524,0,188,10269307,8000000,1.28,6.3,2.35,
2013,93,132,49240,1183,2,142,17536788,8000000,2.19,7.1,1.85,12000
2010,92,87,276746,16982,1,264,58401464,8000000,7.30,7.1,1.85,
2000,92,54,34191,1761,1,339,8279017,8000000,1.03,6.9,2.35,0
2011,104,18,12702,5190,0,32,10106233,8000000,1.26,5.4,1.85,
1999,89,15,2870,3291,2,34,4692814,8000000,0.59,5.1,1.85,77000
2000,92,26,8546,2687,0,86,5018450,8000000,0.63,5.3,2.35,
2015,90,26,31489,1442,0,140,3442820,8000000,0.43,7.3,2.35,0
2010,129,608,23629,2265,0,141,3205244,10000000,0.32,7.3,2.35,
2002,111,341,23660,3543,1,162,3076425,8000000,0.38,7.1,1.85,0
1991,79,73,12561,2404,2,102,2275557,8000000,0.28,6,1.85,
1998,104,71,9494,1795,1,109,1789892,8000000,0.22,6.6,1.85,515000
2010,101,16,106098,2786,3,150,6350058,8000000,0.79,7.2,1.85,
2010,113,13,11158,7692,6,73,1094798,7200000,0.15,7.2,2.35,0
2007,92,14,3571,15848,2,34,1071240,8000000,0.13,6.9,2.35,
1997,106,23,5673,1610,2,37,532190,8000000,0.07,6.8,1.66,0
2009,75,45,22811,75,0,71,686383,6500000,0.11,7.7,1.85,
2013,104,109,99430,517,1,182,16168741,8000000,2.02,7.4,1.85,43000
2005,108,12,16617,3921,2,110,568695,8000000,0.07,6.5,2.35,
2007,99,30,5049,1234,3,48,398420,8000000,0.05,6.4,2.35,226000
2003,109,200,7116,41645,2,79,336456,8000000,0.04,5.6,1.85,
2006,93,8,25055,786,1,98,298110,8000000,0.04,6.8,2.35,0
2005,99,387,5159,9608,4,27,127144,8000000,0.02,5.5,2.35,
2010,98,36,29994,11770,4,86,117190,8000000,0.01,6.9,2.35,0
2008,95,3,26849,3185,0,107,108662,8000000,0.01,6,2.35,
2006,107,53,5557,2512,5,34,53481,8000000,0.01,6.4,2.35,294000
2004,102,346,9003,2572,0,58,23106,50000000,0.00,6.6,1.66,
2014,97,43,2103,326,1,11,52961,8000000,0.01,5.3,2.35,675000
1988,124,78,106160,28,0,430,439162,1100000000,0.00,8.1,1.85,
2005,90,21,23023,619,0,149,671240,7900000,0.08,6.9,2.35,0
1989,90,73,4792,1526,2,43,882290,10000000,0.09,6.5,1.33,
1989,99,78,72324,12619,1,134,106593296,7500000,14.21,7.4,1.85,3000
1997,115,88,5275,4737,6,30,43490057,7500000,5.80,6.9,1.85,
1995,89,7,29843,407,1,81,32333860,7500000,4.31,6.7,2.35,0
2005,92,655,191998,25092,0,323,24792061,6500000,3.81,7.6,2.35,
2007,94,0,69989,4707,0,384,17544812,10000000,1.75,5.4,2.35,0
2009,100,92,112138,4198,0,237,12574715,4500000,2.79,7.3,2.35,
1984,109,62,6595,2024,0,61,5100000,7500000,0.68,6,1.85,345000
2002,105,248,34098,1442,1,214,10460089,7500000,1.39,7.2,1.85,
2002,102,329,3709,1834,3,83,4239767,7500000,0.57,6,1.85,0
2008,97,18,5463,4091,2,20,4131640,7500000,0.55,3.1,1.85,
2009,92,406,37530,41867,6,106,10814185,8000000,1.35,6.2,1.85,0
2003,93,187,18109,1176,0,150,197148,7500000,0.03,6.3,2.35,
2004,115,549,361169,5732,0,1624,54557348,6500000,8.39,7.9,2.35,18000
2011,113,127,19616,4370,3,98,3014541,8000000,0.38,6.7,2.35,
2007,89,10,70194,1754,0,158,4443403,7300000,0.61,8,1.85,14000
2016,118,0,9866,19879,2,73,1330827,7000000,0.19,7,2.35,
2009,97,12,74435,2486,1,224,1818681,7300000,0.25,7.2,2.35,0
2007,156,0,383071,46055,0,1902,336530303,258000000,1.30,6.2,2.35,
1999,100,0,4682,2428,0,206,12610552,7500000,1.68,3.5,1.37,129000
2007,96,655,414335,28817,0,881,143492840,7500000,19.13,7.5,1.85,
1971,120,82,74249,1105,2,276,43800000,7200000,6.08,6.7,2.35,0
1972,175,0,1155770,28122,1,2238,134821952,6000000,22.47,9.2,1.85,
1983,95,213,35172,791,0,128,94900000,4000000,23.73,6.1,1.85,0
2009,95,464,376600,54075,43,494,32391374,7500000,4.32,7.7,2.35,
1993,121,319,63931,1051,1,241,40158000,7000000,5.74,7.6,1.85,0
2012,110,0,108843,46646,1,281,113709992,7000000,16.24,6.1,2.35,
2003,96,474,25870,2212,0,369,32131483,11000000,2.92,4.9,2.35,2000
1973,121,82,74957,1865,3,251,35400000,7000000,5.06,6.8,1.66,
2000,95,13,16651,2515,0,149,34099640,5000000,6.82,7,1.37,0
2011,112,70,7973,5959,8,59,37295394,6600000,5.65,5.7,1.85,
2013,143,1000,362933,29769,4,753,144812796,105000000,1.38,7.3,2.35,115000
2005,93,0,84070,22745,0,526,31501218,7500000,4.20,7.5,1.85,
2005,110,152,100571,22140,1,416,28747570,7000000,4.11,7.4,2.35,0
1995,104,0,138707,33758,0,202,25625110,7000000,3.66,7.2,1.85,
2000,115,187,5254,17104,4,92,403932,20000000,0.02,6.5,2.35,141000
1976,119,23,39847,2951,1,242,25000000,9000000,2.78,6.8,2.35,
1974,125,82,73950,17611,3,258,21000000,13000000,1.62,6.8,1.66,2000
1988,96,22,7569,5282,2,65,20257000,7000000,2.89,5.2,1.85,
2005,100,197,154938,1379,0,1100,26005908,3500000,7.43,7.2,2.35,1000
2014,89,14,13913,2517,0,120,15818967,7000000,2.26,4,1.85,
1996,92,737,15088,2240,3,105,14891000,7000000,2.13,6.8,1.85,824000
2005,109,0,76267,3544,0,687,16901126,7000000,2.41,6.9,1.85,
2015,103,44,56605,1342,3,89,17474107,7000000,2.50,7.3,2.35,23000
1999,95,48,4598,4837,1,29,14003141,7000000,2.00,6.1,2.35,
2012,143,0,522048,2039,0,1498,304360277,200000000,1.52,7.8,2.35,8000
2003,105,0,60709,2444,0,922,12583510,7000000,1.80,6,1.85,
2009,106,1000,102125,1120,1,324,9190525,7000000,1.31,7,1.85,1000
2009,100,11,19147,19330,1,97,9176553,7500000,1.22,7.1,2.35,
1989,103,49,11668,1990,0,79,9094451,7000000,1.30,6.2,1.85,0
2009,99,192,83182,14816,2,247,9166863,7000000,1.31,7.6,2.35,
1988,164,17000,39680,1934,0,308,8373585,7000000,1.20,7.6,1.85,0
1999,96,30,7736,2018,3,100,7292175,7000000,1.04,6.4,1.85,
2004,122,98,17436,2321,1,276,6601079,7000000,0.94,6.2,2.35,0
2002,94,176,23486,312,1,249,6165429,6000000,1.03,7.5,2.35,
2007,93,70,13815,3128,0,46,5694308,7000000,0.81,2,1.85,446000
1992,96,6,8391,493,0,75,5430822,7000000,0.78,6.2,1.85,
2001,113,7,3203,11116,2,85,4720371,7000000,0.67,6.5,1.85,65000
2004,192,147,34449,9984,0,119,2921738,7000000,0.42,7.9,2.35,
2008,99,342,18561,2158,0,119,2344847,7000000,0.33,6.8,2.35,0
2010,91,157,29967,1136,2,126,7455447,7000000,1.07,6.3,1.85,
1999,100,0,781,1906,0,20,2148212,7000000,0.31,6.3,1.85,157000
2002,105,261,11387,2684,3,147,2062066,7000000,0.29,6.6,1.85,
2006,99,60,18355,6526,0,106,1654367,7000000,0.24,6.4,1.85,3000
2011,112,159,95529,3547,0,301,1738692,7000000,0.25,7.5,2.35,
2009,99,2,1119,2589,2,12,1889522,7000000,0.27,6.5,2.35,797000
2009,125,127,9727,8876,6,65,1110286,4825000,0.23,7.2,2.35,
1977,107,6,2215,2209,1,26,1000000,9000000,0.11,6.3,1.85,122000
1993,107,8,24438,215,1,78,700000,50000000,0.01,7,2.35,
2010,97,0,35848,684,0,198,1768416,7000000,0.25,6.3,1.85,0
1998,95,43,5143,5213,1,62,306715,10000000,0.03,2.3,1.85,
2010,106,58,43965,44969,0,99,382946,7000000,0.05,7.1,2.35,19000
2002,103,835,15104,13000,0,290,236266,3500000,0.07,6.2,2.35,
2002,96,5,1966,1251,3,25,196067,7000000,0.03,6.7,1.85,97000
2015,103,6,5863,9660,0,25,532988,7000000,0.08,6.5,1.85,
2010,108,30,4124,2029,4,29,453079,7000000,0.06,5.9,2.35,916000
2010,118,0,7663,27756,2,38,46451,7000000,0.01,6,1.85,
2005,97,554,2670,2544,3,50,233103,7000000,0.03,6.9,2.35,311000
1985,115,16000,39451,17209,0,138,41400000,6900000,6.00,7.3,2.35,
1993,102,0,120036,18643,1,408,7993039,6900000,1.16,7.7,1.85,1000
1999,125,4,5153,333,1,51,927107,15000000,0.06,7.3,1.85,
2005,108,3,16299,2119,1,129,49526,6800000,0.01,7,2.35,1000
2003,101,0,10771,490,8,65,10696,6800000,0.00,6.4,2.35,
2012,101,13,58366,35717,1,160,31607598,6900000,4.58,5.6,2.35,1000
2010,139,777,80429,343,0,156,6857096,6800000,1.01,8.2,1.85,
2003,125,125,3548,132,1,21,223878,5000000,0.04,6.5,2.35,282000
2007,115,294,81644,666,1,107,8060,4000000,0.00,8.1,1.85,
2014,99,40,81699,2323,0,291,84263837,6500000,12.96,5.4,2.35,45000
2009,88,3,1388,225,7,31,110029,6500000,0.02,6.3,2.35,
1991,112,309,94139,106,2,183,57504069,6000000,9.58,7.8,1.85,0
1987,108,7,21409,936,1,63,54215416,6500000,8.34,6.8,1.85,
1980,104,0,23986,2442,0,201,31899000,6500000,4.91,7.1,2.35,0
1993,108,208,6384,4840,0,54,24103594,6500000,3.71,6.2,1.85,
1999,102,218,59474,2475,3,418,16842303,6500000,2.59,7.3,2.35,0
2006,88,132,19715,1140,2,166,13367101,6500000,2.06,5.9,2.35,
1999,91,38,8294,1405,0,160,10149779,6500000,1.56,3.6,2.35,342000
2001,141,11,10672,105,0,84,6173485,7000000,0.88,7.7,2.35,
2011,101,0,145395,15230,0,375,4000304,6500000,0.62,7.3,2.35,23000
2004,105,905,134070,29277,1,263,2338695,4000000,0.58,7.4,2.35,
2005,100,0,564,1942,2,21,2024854,6500000,0.31,6.6,2.35,19000
2013,116,129,41856,13180,4,119,2268296,6500000,0.35,6.9,2.35,
2004,97,15,12049,21107,2,135,1029017,6500000,0.16,6.8,2.35,1000
2000,106,19,2601,846,0,35,64148,6500000,0.01,7.3,1.85,
2009,105,38,29608,14462,0,92,66637,6500000,0.01,7.2,2.35,0
2007,122,210,51353,2614,1,143,871577,4500000,0.19,7.7,2.35,
1984,107,0,600266,3582,1,692,38400000,6500000,5.91,8.1,1.85,13000
2003,121,31,114407,200,2,225,4063859,4800000,0.85,7.7,1.85,
2009,98,0,32307,1163,2,75,449558,10000000,0.04,7.6,1.85,0
1995,123,0,99033,3254,6,434,2122561,6000000,0.35,7.2,1.85,
1978,110,116,170027,5127,2,350,181360000,6000000,30.23,7.2,2.35,13000
1986,120,0,291603,42028,0,505,137963328,6000000,22.99,8.1,1.85,
2004,122,909,113152,1448,0,1416,119078393,6000000,19.85,7.5,1.85,0
1969,110,131,152089,2169,1,309,102308900,6000000,17.05,8.1,2.35,
1964,139,55,107408,2045,2,259,102300000,6000000,17.05,7.8,1.66,0
1980,124,0,35130,5122,3,283,54800000,6000000,9.13,7.8,1.85,
2004,120,153,68722,3175,0,191,24004159,110000000,0.22,5.8,2.35,0
1961,152,34,71919,1802,0,316,43650000,6000000,7.28,7.6,2.2,
1980,98,11000,81599,14921,3,250,39800000,6000000,6.63,7.4,1.85,0
2001,106,10,3198,6419,4,43,27457409,6000000,4.58,6.3,1.85,
1999,106,44,6585,2724,0,50,25047631,6000000,4.17,6.9,1.85,99000
1995,106,0,740918,20821,4,1182,23272306,6000000,3.88,8.6,2.35,
1989,89,81,29659,584,0,227,22168359,8000000,2.77,5.1,1.85,1000
2002,94,12,89128,19341,0,258,21005329,6000000,3.50,6.4,1.85,
2008,109,0,251349,1582,0,547,26236603,6000000,4.37,7.9,2.35,1000
1946,144,54,6304,2037,0,87,20400000,8000000,2.55,6.9,1.37,
2000,90,378,45859,4611,9,340,18621249,6000000,3.10,7.5,1.85,0
1981,106,0,91017,2270,1,284,25244700,6000000,4.21,7.2,2.35,
1988,121,0,4756,1284,4,38,14545844,6500000,2.24,5.8,1.85,624000
2007,89,0,12339,1752,2,32,13235267,6000000,2.21,2.9,1.85,
1988,104,80,18286,10430,4,73,12793213,6000000,2.13,6.2,1.85,0
1998,99,29,52805,1462,1,278,11883495,9000000,1.32,6.8,1.85,
1995,98,38,4582,3221,0,52,11797927,6000000,1.97,6.1,1.85,985000
2006,121,162,145580,1184,1,351,17605861,6000000,2.93,7.7,2.35,
1989,96,2,22929,1308,1,287,11642254,3000000,3.88,5.2,1.85,926000
2011,99,0,45396,11328,1,136,9203192,5000000,1.84,6.8,1.85,
2008,42,0,172,844,0,5,7518876,6000000,1.25,6.5,1.78,28000
2000,122,0,23023,1517,0,148,8596914,6000000,1.43,7,1.85,
1999,101,112,13010,2697,5,182,6851636,6000000,1.14,5.9,1.85,0
2012,102,49,59637,51355,1,130,11434867,6000000,1.91,7.1,1.85,
2012,84,4,17169,10123,1,70,5895238,6000000,0.98,5.5,2.35,9000
2009,104,20,27301,3825,6,101,6670712,6000000,1.11,7.4,1.85,
2011,96,51,64794,3569,0,131,5359774,6000000,0.89,7.3,2.35,17000
2008,94,0,11011,4484,0,78,4693919,6500000,0.72,4.6,1.85,
1999,90,0,116910,7103,0,520,4859475,6000000,0.81,7.2,1.85,0
2009,90,138,18313,1831,2,73,4542775,6000000,0.76,5.1,1.85,
2014,106,0,29341,18947,4,93,3588432,6000000,0.60,6.7,2.35,0
1999,96,3,11439,5668,1,190,4394936,6000000,0.73,5.3,2.35,
2001,95,263,26300,993,0,231,3029081,6000000,0.50,7.8,1.85,0
1993,99,23,4195,382,1,50,3273588,6000000,0.55,6.7,1.85,
2003,99,53,28855,8297,0,190,2207975,6000000,0.37,7.2,2.35,0
2001,95,8,9589,489,3,105,2025238,6000000,0.34,5.8,1.85,
2008,99,129,27266,2748,2,75,2077046,6000000,0.35,7,2.35,0
1991,107,0,2281,2000,2,16,869325,6000000,0.14,3.8,1.85,
2010,90,11,1245,2370,2,29,399611,6000000,0.07,5.7,1.85,0
2009,96,19,7394,2163,2,50,115862,6000000,0.02,6.7,2.35,
2011,104,61,3024,2430,0,22,1346503,6000000,0.22,6.1,2.35,0
2006,97,781,2330,1081,0,29,117560,6000000,0.02,6.2,1.85,
2001,107,11,1940,2440,0,34,54606,6000000,0.01,6.2,2.35,3000
2008,85,0,7367,14599,0,37,36497,6000000,0.01,4.7,1.85,
2012,95,24,32512,27575,1,86,65804,12000000,0.01,6.3,2.35,0
2002,111,82,34383,1858,0,149,3895664,5300000,0.74,7.3,1.85,
2002,115,58,43575,34605,0,302,31874869,50000000,0.64,6.1,1.85,0
2008,103,12,9230,219,1,37,542860,4000000,0.14,7.1,2.35,
2005,111,64,30210,2205,0,214,11905519,200000000,0.06,7.1,1.85,0
2002,112,98,89806,2201,0,438,32541719,3500159,9.30,6.7,1.85,
2002,141,407,3433,2584,6,81,3064356,5600000,0.55,6.9,1.85,16000
2006,95,17,8707,2000,6,36,7009668,5600000,1.25,2.1,1.85,
2009,85,57,55597,73,0,148,27024,5600000,0.00,6.6,1.85,4000
1973,129,131,175607,2387,0,252,159600000,5500000,29.02,8.3,1.85,
1981,125,46,40511,1651,0,213,58800000,5500000,10.69,7.2,1.85,0
2005,116,0,10472,2723,0,202,50382128,5500000,9.16,5.6,1.85,
1996,105,96,43013,888,0,104,35811509,5500000,6.51,7.7,1.85,0
2013,90,23000,190494,44265,1,314,24475193,3000000,8.16,6.6,2.35,
