movie title,color,genre1,genre2,genre3,genre4,genre5,genre6,genre7,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,content_rating,IMDB Score
The Heart of Me,Color,Drama,Romance,,,,,,1930s,car accident,hospital,marital rape,painter,English,UK,R,6.7
Freeheld,Color,Biography,Drama,Romance,,,,,cancer,gay bar,lesbian kiss,partner,public hearing,English,USA,PG013,6.5
The Extra Man,Color,Comedy,,,,,,,co worker,escort,magazine,teacher,writer,English,USA,R,5.9
Ca$h,Color,Comedy,Crime,Thriller,,,,,cash,financial problem,heist,land rover,mortgage,English,USA,R,6
Wah0Wah,Color,Drama,,,,,,,alcoholic,alcoholic father,stepmother,swaziland,unfaithful wife,English,UK,R,6.9
Pale Rider,Color,Western,,,,,,,gold,miner,preacher,prospector,sheriff,English,USA,R,7.3
Dazed and Confused,Color,Comedy,,,,,,,football,hazing,high school,last day of school,pledge,English,USA,R,7.7
Aimee & Jaguar,Color,Biography,Drama,Romance,War,,,,lesbian mother,lesbian parent,lesbian relationship,lesbian romance,lesbianism,German,Germany,,7.3
The Chumscrubber,Color,Comedy,Drama,,,,,,chumscrubber,death,friend,pills,school,English,USA,R,7
Shade,Color,Crime,Thriller,,,,,,bar,strip club,stripper,texas hold 'em,thong,English,USA,R,6.4
House at the End of the Street,Color,Drama,Horror,Thriller,,,,,brother sister relationship,death of sister,female protagonist,mother daughter relationship,murder,English,Canada,PG013,5.6
Incendies,Color,Drama,Mystery,War,,,,,brother sister relationship,family relationships,middle east,mother son relationship,twin brother and sister,French,Canada,R,8.2
"Remember Me, My Love",Color,Comedy,Drama,Romance,,,,,box office hit,dancer,sex scene,television,underage sex,Italian,Italy,R,6.5
Elite Squad,Color,Action,Crime,Drama,Thriller,,,,brazil,military police,police,rio de janeiro brazil,slum,Portuguese,Brazil,R,8.1
Annabelle,Color,Horror,Mystery,,,,,,horror movie prequel,murder,paranormal activity,self sacrifice,suicide,English,USA,R,5.4
Bran Nue Dae,Color,Comedy,Drama,Musical,,,,,australia,journey,love,priest,traveling,English,Australia,PG013,6.3
Boyz n the Hood,Color,Crime,Drama,,,,,,drugs,escape,football,friend,violence,English,USA,R,7.8
La Bamba,Color,Biography,Drama,Music,,,,,crash,hispanic,interracial relationship,interracial romance,racism,English,USA,PG013,6.8
Dressed to Kill,Color,Mystery,Romance,Thriller,,,,,apartment,elevator,murder,psychiatrist,sunglasses,English,USA,X,7.1
The Adventures of Huck Finn,Color,Adventure,Comedy,Drama,Family,,,,boy,lesson,mississippi river,river,slave,English,USA,PG,6.2
Go,Color,Comedy,Crime,,,,,,drug deal,drugs,sex,sex on stairs,strip club,English,USA,R,7.3
Friends with Money,Color,Comedy,Drama,Romance,,,,,friend,friendship,marital problem,money problems,nervous breakdown,English,USA,R,5.9
Bats,Color,Horror,Sci0Fi,Thriller,,,,,animal attack,bat,creature feature,experiment,mad scientist,English,USA,PG013,3.6
Nowhere in Africa,Color,Biography,Drama,,,,,,breasts,farm,jew,kenya,tween girl,English,Germany,R,7.7
Shame,Color,Drama,,,,,,,female frontal nudity,female nudity,male nudity,sex addict,sex addiction,English,UK,NC017,7.3
Layer Cake,Color,Crime,Drama,Thriller,,,,,cake,cocaine,drugs,pills,serbian,English,UK,R,7.4
The Work and the Glory II: American Zion,Color,Drama,Western,,,,,,estrangement,missouri,mormon,mormon church,mormon temple,English,USA,PG013,6.6
The East,Color,Drama,Thriller,,,,,,anarchist,corporation,greedy institution,vomiting,watching television,English,UK,PG013,6.9
A Home at the End of the World,Color,Drama,Romance,,,,,,hand job,hugging,long hair,new york city,two men one woman,English,USA,R,6.8
Aberdeen,Color,Drama,,,,,,,death,ferry,lawyer,norway,vomiting,English,UK,,7.3
The Messenger,Color,Drama,Romance,War,,,,,captain,casualty notification,casualty notification team,sergeant,staff sergeant,English,USA,R,7.2
Control, Black and White,Biography,Drama,Music,,,,,band,employment agency,singer,stage fright,suicide,English,UK,R,7.7
The Terminator,Color,Action,Sci0Fi,,,,,,cyborg,future war,robot,shootout in a police station,urban setting,English,UK,R,8.1
Good Bye Lenin!, Black and White,Drama,Romance,,,,,,coma,east germany,german democratic republic,germany,heart attack,German,Germany,R,7.7
The Damned United,Color,Biography,Drama,Sport,,,,,cup,derby county,flashback,football,leeds united,English,UK,R,7.6
Mallrats,Color,Comedy,Romance,,,,,,comic,ex girlfriend,jay and silent bob,mall,teenager,English,USA,R,7.2
Grease,Color,Musical,Romance,,,,,,automobile racing,boyfriend girlfriend relationship,high school,wrestling,year 1959,English,USA,PG013,7.2
Platoon,Color,Drama,War,,,,,,1960s,famous score,hero,vietnam,vietnam war,English,UK,R,8.1
Fahrenheit 9/11,Color,Documentary,Drama,War,,,,,anti war,interview,iraq,paranoia,war on terrorism,English,USA,R,7.5
Butch Cassidy and the Sundance Kid,Color,Biography,Crime,Drama,Western,,,,bolivia,gang,outlaw,posse,train,English,USA,M,8.1
Mary Poppins,Color,Comedy,Family,Fantasy,Musical,,,,banker,female protagonist,live action and animation,magic,nanny,English,USA,Approved,7.8
Ordinary People,Color,Drama,,,,,,,choir,death,friend,suicide,therapy,English,USA,R,7.8
Around the World in 80 Days,Color,Action,Adventure,Comedy,,,,,19th century,around the world,inventor,martial arts,train,English,USA,PG,5.8
West Side Story,Color,Crime,Drama,Musical,Romance,Thriller,,,dance,gang,new york city,puerto rican,tragedy,English,USA,Unrated,7.6
Caddyshack,Color,Comedy,Sport,,,,,,caddy,country club,golf course,gopher,nudity,English,USA,R,7.4
The Brothers,Color,Comedy,Drama,,,,,,african american,commitment,friend,friendship,playboy,English,USA,R,6.3
The Wood,Color,Comedy,Drama,Romance,,,,,flashback,friendship,public nudity,shower,wedding,English,USA,R,6.9
The Usual Suspects,Color,Crime,Drama,Mystery,Thriller,,,,criminal,dirty cop,flashback,limping,suspect,English,USA,R,8.6
A Nightmare on Elm Street 5: The Dream Child, Black and White,Fantasy,Horror,Romance,Thriller,,,,child,comic book,dream,murderer,nightmare,English,USA,X,5.1
Van Wilder: Party Liaison,Color,Comedy,Romance,,,,,,college,love,party,reporter,tuition,English,Germany,R,6.4
The Wrestler,Color,Drama,Sport,,,,,,heart attack,stripper,supermarket,wrestler,wrestling,English,USA,R,7.9
Duel in the Sun,Color,Drama,Romance,Western,,,,,box office hit,half breed,infidelity,shooting,texas,English,USA,Unrated,6.9
Best in Show,Color,Comedy,,,,,,,dog show,gay,gay character,gay couple,gay interest,English,USA,PG013,7.5
Escape from New York,Color,Action,Sci0Fi,,,,,,1990s,police,prison,rescue,year 1997,English,UK,R,7.2
School Daze,Color,Comedy,Drama,Musical,,,,,beauty salon,black college,college,fraternity,sorority,English,USA,R,5.8
Daddy Day Camp,Color,Comedy,Family,,,,,,competition,estranged father,skunk,summer camp,wall,English,USA,PG,2.9
Mystic Pizza,Color,Comedy,Drama,Romance,,,,,commitment,marriage,pizza,title appears in writing,woman wearing only a man's shirt,English,USA,R,6.2
Sliding Doors,Color,Comedy,Drama,Fantasy,Romance,,,,alternative reality,multiple outcomes,parallel time,serendipity,twist of fate,English,UK,R,6.8
Tales from the Hood,Color,Comedy,Horror,Thriller,,,,,child abuse,death,drugs,ku klux klan,police brutality,English,USA,R,6.1
The Last King of Scotland,Color,Biography,Drama,History,Thriller,,,,1970s,assassination,doctor,scottish,ugandan,English,UK,R,7.7
Halloween 5,Color,Horror,Thriller,,,,,,cat,halloween,kitten,michael myers,psychotronic,English,USA,X,5.2
Bernie,Color,Comedy,Crime,Drama,,,,,funeral,stockbroker,texas,vacation,widow,English,USA,PG013,6.8
Dolphins and Whales 3D: Tribes of the Ocean,Color,Adventure,Documentary,Short,,,,,3d in title,animal in title,digit in title,dolphin,manatee,English,UK,,6.5
Pollock,Color,Biography,Drama,,,,,,1940s,artist,drinking,life magazine,painter,English,USA,R,7
200 Cigarettes,Color,Comedy,Drama,Romance,,,,,bartender,friend,new year's eve,party,punk,English,USA,R,5.9
The Words,Color,Drama,Mystery,Romance,Thriller,,,,american in paris,book,love,novel,writer,English,USA,PG013,7.1
Casa de mi Padre,Color,Comedy,Western,,,,,,absurd humor,drug lord,mexico,ranch,spaghetti western,Spanish,USA,R,5.5
City Island,Color,Comedy,Drama,,,,,,anger,family reunion,father son reunion,hugging,movie making,English,USA,PG013,7.4
The Guard,Color,Comedy,Crime,Thriller,,,,,boat on fire,drug smuggling,fbi,fbi agent,small town,English,Ireland,R,7.3
College,Color,Comedy,,,,,,,college,face slap,high school,loss of virginity,pierced nipple,English,USA,R,4.6
The Virgin Suicides,Color,Drama,Romance,,,,,,catholic,five sisters,isolation,school,suicide,English,USA,R,7.2
Miss March,Color,Comedy,Romance,,,,,,fellatio,hugh hefner,oral sex,playboy centerfold,topless female nudity,English,USA,R,5.1
Wish I Was Here,Color,Comedy,Drama,,,,,,actor,dream sequence,genius recluse,jew,religion,English,USA,R,6.7
Simply Irresistible,Color,Comedy,Drama,Fantasy,Romance,,,,chef,female chef,love,magic,restaurant,English,Germany,PG013,5.3
Hedwig and the Angry Inch,Color,Comedy,Drama,Music,Musical,,,,band,rock band,sex change,song,transsexual,English,USA,R,7.8
Only the Strong,Color,Action,Drama,,,,,,capoeira,fight,fighting,martial arts,violence,English,USA,PG013,6.7
Shattered Glass,Color,Drama,History,,,,,,fabricated facts,journalist,stephen glass,the new republic,writer,English,USA,PG013,7.2
Novocaine,Color,Comedy,Crime,Drama,Thriller,,,,dentist,drugs,murder,sex,sunflower,English,USA,R,5.8
The Wackness,Color,Comedy,Drama,Romance,,,,,ice cream,marijuana,new york city,summer,therapy,English,USA,R,7
Beastmaster 2: Through the Portal of Time,Color,Action,Adventure,Fantasy,Sci0Fi,,,,beast,beastmaster,psychotronic,sword and sorcery,warrior,English,USA,PG013,3.8
The 5th Quarter,Color,Biography,Drama,Sport,,,,,athletic training,football practice,funeral,gymnasium,man crying,English,USA,PG,5.7
The Greatest,Color,Drama,Romance,,,,,,car crash,loss,self help group,teenage mother,title directed by female,English,USA,R,6.7
Snow Flower and the Secret Fan,,Drama,History,,,,,,car hitting pedestrian,china,fan,nineteenth century,reversal of fortune,English,China,PG013,6.1
Come Early Morning,Color,Drama,Romance,,,,,,church,drink,knocking on a door,love,three word title,English,USA,R,6.2
Lucky Break,Color,Comedy,Crime,Romance,,,,,escape,prison,prison escape,sadism,solitary confinement,English,UK,PG013,6.2
"Surfer, Dude",Color,Comedy,,,,,,,barefoot,endorsement,surfboard,virtual reality,waves,English,USA,R,4.7
Deadfall,Color,Crime,Drama,Thriller,,,,,police officer,police officer killed,police officer shot,sex scene,,English,USA,R,6.3
L'auberge espagnole,Color,Comedy,Drama,,,,,,apartment,erasmus,language,student,trip,French,France,R,7.3
Song One,Color,Drama,Music,,,,,,musician,number in title,recording,sibling,,English,USA,PG013,5.8
Murder by Numbers,Color,Crime,Mystery,Thriller,,,,,disposing of a dead body,high school student,murder,sociopath,teenage boy,English,USA,R,6.1
Winter in Wartime,Color,Drama,History,War,,,,,horse,nazi,occupation,resistance movement,uncle nephew relationship,Dutch,Netherlands,R,7.1
The Protector,Color,Action,Crime,Drama,Thriller,,,,die hard scenario,elephant,long take,police,sydney australia,Thai,Thailand,R,7.1
Bend It Like Beckham,Color,Comedy,Drama,Romance,Sport,,,,hinduism,marriage engagement,soccer,team,tradition,English,UK,PG013,6.7
Sunshine State,Color,Drama,Romance,,,,,,african american,business,coastline,florida,real estate,English,USA,PG013,6.9
Crossover,Color,Action,Sport,,,,,,african american,basketball,basketball movie,critically bashed,tv commercial,English,USA,PG013,2.1
[Rec] 2,Color,Horror,,,,,,,apartment,apartment building,blood sample,crucifix,zombie,Spanish,Spain,R,6.6
The Sting,Color,Comedy,Crime,Drama,,,,,con,con man,courier,long con,murder,English,USA,PG,8.3
Chariots of Fire,Color,Biography,Drama,Sport,,,,,athlete,jew,missionary,olympic games,race,English,UK,PG,7.2
Diary of a Mad Black Woman,Color,Comedy,Drama,Romance,,,,,comic relief,diary,kiss,madea series,state flag,English,USA,PG013,5.6
Shine,Color,Biography,Drama,Music,Romance,,,,abuse,australia,concert,pianist,piano,English,Australia,PG013,7.7
Don Jon,Color,Comedy,Drama,Romance,,,,,camera focus on female butt,cunnilingus,new jersey,oral sex,reference to facebook,English,USA,R,6.6
Ghost World,Color,Comedy,Drama,,,,,,art class,diner,friend,graduation,high school,English,USA,R,7.4
Iris,Color,Biography,Drama,Romance,,,,,alzheimer's disease,book,love,novelist,writer,English,UK,R,7.1
The Chorus,Color,Drama,Music,,,,,,boarding school,boy,choir,school,teacher,French,France,PG013,7.9
Mambo Italiano,Color,Comedy,Drama,,,,,,gay,immigrant,italian,police,police officer,English,Canada,R,6.7
Wonderland,Color,Crime,Drama,Mystery,Thriller,,,,murder,police,police investigation,porn star,robbery,English,USA,R,6.6
Do the Right Thing,Color,Drama,,,,,,,black militant,frustration,pizza,pizza parlor,pizzeria,English,USA,R,7.9
Harvard Man,Color,Comedy,Crime,Drama,Romance,Thriller,,,basketball,cheerleader,college,harvard,philosophy,English,USA,R,4.9
Le Havre,Color,Comedy,Drama,,,,,,bar,container,illegal immigrant,neighbor,shoe shiner,French,Finland,Not Rated,7.2
R100,Color,Comedy,Drama,,,,,,coma,one word title,spitting,sushi,swimming pool,Japanese,Japan,Unrated,6.1
Salvation Boulevard,Color,Action,Comedy,Drama,Thriller,,,,cross,doused with gasoline,pastor,security guard,shower,English,USA,R,5.3
The Ten,Color,Comedy,Romance,,,,,,death,mexico,sabbath,surgeon,ten stories,English,USA,R,5
Headhunters,Color,Crime,Drama,Thriller,,,,,art thief,male frontal nudity,male nudity,male star appears nude,painting,Norwegian,Norway,R,7.6
Saint Ralph,Color,Comedy,Drama,Sport,,,,,boston marathon,coma,marathon,miracles,running,English,Canada,PG013,7.6
Insidious: Chapter 2,Color,Fantasy,Horror,Thriller,,,,,barricading a door,injection in leg,police detective,supernatural,taser,English,USA,PG013,6.6
Saw II,Color,Horror,Mystery,,,,,,death,detective,nerve gas,serial killer,trap,English,USA,R,6.6
10 Cloverfield Lane,Color,Drama,Horror,Mystery,Sci0Fi,Thriller,,,alien,bunker,car crash,kidnapping,minimal cast,English,USA,PG013,7.3
Jackass: The Movie,Color,Comedy,Documentary,,,,,,alligator,golf,japan,panda,stunt,English,USA,R,6.6
Lights Out,Color,Horror,,,,,,,based on short film,reference to avenged sevenfold,reference to slayer,switching lights on and off,two word title,English,USA,PG013,6.9
Paranormal Activity 3,Color,Horror,,,,,,,animate object,imaginary friend,reference to macgyver,whispering,woman wearing only a man's shirt,English,USA,R,5.8
Ouija,Color,Fantasy,Horror,,,,,,death of girlfriend,funeral,ghost,ouija,spirit,English,USA,PG013,4.4
A Nightmare on Elm Street 3: Dream Warriors,Color,Action,Fantasy,Horror,Thriller,,,,dream,freddy krueger,killer,nightmare,springwood ohio,English,USA,X,6.6
The Gift,Color,Mystery,Thriller,,,,,,compulsive liar,fired from a job,gift,rape,substance abuse,English,USA,R,7.1
Instructions Not Included,Color,Comedy,Drama,,,,,,father daughter relationship,,,,,Spanish,Mexico,PG013,7.6
Paranormal Activity 4,Color,Horror,,,,,,,boy in a bathtub,demon,laptop computer,pulled underwater,walking in the dark,English,USA,R,4.6
The Robe,Color,Drama,History,,,,,,box office hit,crucifixion,nightmare,palestine,robe,English,USA,Unrated,6.8
Freddy's Dead: The Final Nightmare,Color,Comedy,Fantasy,Horror,Thriller,,,,dark comedy,dream,freddy krueger,nightmare,serial murder,English,USA,R,4.9
Monster,Color,Biography,Crime,Drama,Thriller,,,,beach,female criminal,hooker,lesbian,prostitute,English,USA,R,7.3
Paranormal Activity: The Marked Ones,Color,Fantasy,Horror,Thriller,,,,,apartment,blood,demonic possession,neighbor,pentagram,English,USA,R,5
Dallas Buyers Club,Color,Biography,Drama,,,,,,drugs,fda,gay community,hiv,homophobia,English,USA,R,8
The Lazarus Effect,Color,Horror,Sci0Fi,Thriller,,,,,electrocuted,experiment,hell,serum,university,English,USA,PG013,5.2
Memento, Black and White,Mystery,Thriller,,,,,,flashback,memory,murder,short term memory,telephone,English,USA,R,8.5
Oculus,Color,Horror,Mystery,,,,,,home office,mirror,released from a mental hospital,trauma,video camera,English,USA,R,6.5
Clerks II, Black and White,Comedy,,,,,,,fast food,fast food restaurant,new jersey,quick stop,restaurant,English,USA,R,7.4
Billy Elliot,Color,Drama,Music,,,,,,audition,ballet,boxing,miner,miners strike,English,UK,R,7.7
The Way Way Back,Color,Comedy,Drama,,,,,,awkward boy,shy kid,summer,vacation,water park,English,USA,PG013,7.4
House Party 2,Color,Comedy,Drama,Music,Romance,,,,college,misogyny,money,new friend,party,English,USA,R,5.1
Doug's 1st Movie,Color,Animation,Comedy,Family,,,,,dance,friend,monster,reference to batman,valentine,English,USA,G,5
The Apostle,Color,Drama,,,,,,,church,louisiana,minister,preacher,texas,English,USA,PG013,7.2
Our Idiot Brother,Color,Comedy,Drama,,,,,,art model,farmer,jail,nude model,three sisters,English,USA,R,6.4
The Players Club,Color,Comedy,Drama,,,,,,catfight,dominatrix,rape,spanking,stripper,English,USA,R,5.6
O,Color,Drama,Romance,Thriller,,,,,basketball,basketball player,boarding school,love,shakespeare's othello,English,USA,R,6.2
"As Above, So Below",Color,Horror,Mystery,Thriller,,,,,archeologist,catacomb,found footage,paris france,philosopher's stone,English,USA,R,6.1
Addicted,Color,Drama,Thriller,,,,,,adultery,attraction,lust,obsession,temptation,Spanish,USA,R,5.2
Eve's Bayou,Color,Drama,,,,,,,doctor,louisiana,secret,title directed by female,witchcraft,English,USA,R,7.3
Still Alice,Color,Drama,,,,,,,alzheimer's disease,bechdel test passed,linguistics professor,new york city,reference to angels in america the play,English,USA,PG013,7.5
Friday the 13th Part VIII: Jason Takes Manhattan,Color,Adventure,Horror,,,,,,cult film,friday the thirteenth,hockey mask,jason voorhees,murder spree,English,USA,R,4.5
My Big Fat Greek Wedding,Color,Comedy,Family,Romance,,,,,baptism,greek,greek restaurant,prejudice,travel agency,English,USA,PG,6.6
Spring Breakers,Color,Crime,Drama,,,,,,kissing a dead body,repeated dialogue,sex in pool,spring break,twins,English,USA,R,5.3
Halloween: The Curse of Michael Myers,Color,Horror,Thriller,,,,,,halloween,michael myers,nudity,returning character with different actor,slasher flick,English,USA,R,4.9
Y Tu Mamá También,Color,Adventure,Comedy,Drama,Romance,,,,beach,cleaning a swimming pool,male male kiss,mexico,on the road,Spanish,Mexico,R,7.7
Shaun of the Dead,Color,Comedy,Horror,,,,,,british horror,pub,record collection,zombie,zombie apocalypse,English,UK,R,8
The Haunting of Molly Hartley,Color,Drama,Horror,Thriller,,,,,18th birthday,birthday,community center,resurrection,teenager,English,USA,PG013,3.8
Lone Star,Color,Drama,Mystery,,,,,,father son relationship,interracial relationship,neo western,sheriff,texas,English,USA,R,7.6
Halloween 4: The Return of Michael Myers,Color,Horror,Thriller,,,,,,halloween,michael myers,murder,niece,october,English,USA,R,5.9
April Fool's Day,Color,Horror,Mystery,,,,,,april fool's day,island,mansion,psycho,secret,English,USA,R,6.2
Diner,Color,Comedy,Drama,,,,,,baltimore colts,diner,marriage,salesman,wedding,English,USA,R,7.2
Lone Wolf McQuade,Color,Action,Crime,Drama,Thriller,Western,,,drugs,martial arts,texas,texas ranger,weapon,English,USA,PG,6.3
Apollo 18,Color,Horror,Mystery,Sci0Fi,Thriller,,,,cosmonaut,footprint,found footage,moon,secret mission,English,USA,PG013,5.2
Sunshine Cleaning,Color,Comedy,Drama,,,,,,business,crime scene cleanup,private school,school,sister sister relationship,English,USA,R,6.9
No Escape,Color,Action,Thriller,,,,,,asia,fictional country,hotel,rebellion,revolution,English,USA,R,6.8
Fifty Shades of Black,Color,Comedy,,,,,,,color in title,parody,reference to cuba gooding jr,reference to netflix,written by star,English,USA,R,3.5
Not Easily Broken,Color,Drama,Romance,,,,,,african american protagonist,based on novel,title spoken by character,,,English,USA,PG013,6.1
The Perfect Match,Color,Comedy,Romance,,,,,,,,,,,English,USA,R,4.5
Digimon: The Movie,Color,Action,Adventure,Animation,Family,Sci0Fi,,,based on video game,box office hit,computer,digimon,internet,English,USA,PG,5.9
Saved!,Color,Comedy,Drama,,,,,,christian,jewish,pastor,school,virginity,English,USA,PG013,6.9
The Barbarian Invasions,Color,Comedy,Crime,Drama,Mystery,Romance,,,cancer,dying,friend,money,socialist,French,Canada,R,7.7
The Forsaken,Color,Horror,Thriller,,,,,,flashing breasts,hitchhiker,vampire,vampire hunter,virus,English,USA,R,5.3
UHF,Color,Comedy,Drama,,,,,,gambling,imagination,television,television station,tv show,English,USA,PG013,7
Slums of Beverly Hills,Color,Comedy,Drama,,,,,,flatulence,menstrual blood,nomad,nursing school,title directed by female,English,USA,R,6.6
Made,Color,Comedy,Crime,Drama,Thriller,,,,friendship,loudmouth,money laundering,new york city,stripper,English,USA,R,6.4
Moon,Color,Drama,Mystery,Sci0Fi,,,,,computer,contract,earth,moon,solitude,English,UK,R,7.9
Sea Rex 3D: Journey to a Prehistoric World,Color,Documentary,,,,,,,3d,imax,plesiosaur,sea,water,English,UK,,6.9
The Sweet Hereafter,Color,Drama,,,,,,,anger,bus,child,lawyer,school,English,Canada,R,7.7
Of Gods and Men,Color,Drama,,,,,,,catholic church,community,monastery,monk,terrorist,French,France,PG013,7.2
Bottle Shock,Color,Comedy,Drama,,,,,,airport,california,flat tire,overalls,wine,English,USA,PG013,6.8
Heavenly Creatures,Color,Biography,Crime,Drama,Romance,Thriller,,,fantasy life,friend,friendship,love,teenage crush,English,New Zealand,R,7.4
90 Minutes in Heaven,Color,Drama,,,,,,,heaven,hospital,praying,pronounced dead,recovery,English,USA,PG013,4.6
Everything Must Go,Color,Comedy,Drama,,,,,,alcoholic,beer,bicycle,new neighbor,yard sale,English,USA,R,6.4
Zero Effect,Color,Comedy,Crime,Drama,Mystery,Thriller,,,blackmail,client,private detective,private investigator,tycoon,English,USA,R,7
The Machinist,Color,Drama,Thriller,,,,,,alienation,conscience,insomnia,paranoia,urban gothic,English,Spain,R,7.7
Light Sleeper,Color,Crime,Drama,,,,,,bare breasts,drugs,existentialism,new york city,redemption,English,USA,R,6.8
Kill the Messenger,Color,Biography,Crime,Drama,Mystery,Thriller,,,based on true story,cia,cocaine,journalist,smear campaign,English,USA,R,7
Rabbit Hole,Color,Drama,,,,,,,car,comic book,comic book artist,iphone,memory,English,USA,PG013,7
Party Monster,Color,Biography,Crime,Drama,Thriller,,,,drug dealer,drugs,gay,homosexual,party,English,USA,R,6.3
Green Room,Color,Crime,Horror,Music,Thriller,,,,murder,neo nazi,punk band,skinhead,suspense,English,USA,R,7.1
Atlas Shrugged: Who Is John Galt?,Color,Drama,Mystery,Sci0Fi,,,,,box office flop,critically bashed,economy,individual versus society,rescue,English,USA,PG013,4.4
Bottle Rocket,Color,Comedy,Crime,Drama,,,,,caper,escapade,motel,robbery,texas,English,USA,R,7.1
Albino Alligator,Color,Crime,Drama,Thriller,,,,,bar,box office flop,hostage,new orleans louisiana,police,English,USA,R,6.1
"Lovely, Still",Color,Drama,Romance,,,,,,christmas,fable,old man,,,English,USA,PG,7.3
Desert Blue,Color,Drama,,,,,,,cola,desert,ice cream cone,teenage girl,vomiting,English,USA,R,6.2
The Visit,Color,Horror,Thriller,,,,,,farm,handheld camera,impostor,rap,rock paper scissors,English,USA,PG013,6.2
Redacted,Color,Crime,Thriller,War,,,,,blood splatter,iraq,murder,rape,soldier,English,USA,R,6.2
Fascination,Color,Mystery,Romance,Thriller,,,,,death,love,marriage,secret,suspicion,English,Germany,R,3.3
Rudderless,Color,Comedy,Drama,Music,,,,,demo tape,directed by cast member,grieving father,guitar,guitar player,English,USA,R,7.5
I Served the King of England,Color,Comedy,Drama,Romance,War,,,,hotel,legs,lingerie,waiter,wealth,Czech,Czech Republic,R,7.4
Soul Kitchen,Color,Comedy,Drama,,,,,,2000s,burglar,chef,cook,restaurant,German,Germany,,7.3
Sling Blade,Color,Drama,,,,,,,friend,mental institution,murder,repair shop,small town,English,USA,R,8
Hostel,Color,Horror,,,,,,,bratislava,hostel,sadistic horror,torture,travel,English,USA,R,5.9
Tristram Shandy: A Cock and Bull Story,Color,Comedy,Drama,,,,,,actor playing himself,battle,boots,penis,womb,English,UK,R,6.8
Take Shelter,Color,Drama,Thriller,,,,,,ambiguous ending,firefly,mysterious event,schizophrenia,storm,English,USA,R,7.4
Lady in White,Color,Fantasy,Horror,Mystery,Thriller,,,,1960s,boy,ghost,murder,small town,English,USA,R,6.7
The Texas Chainsaw Massacre 2,Color,Comedy,Horror,,,,,,chainsaw,chainsaw murder,human monster,music score composed by director,obscene finger gesture,English,USA,X,5.5
Only God Forgives,Color,Crime,Drama,,,,,,brutal cop,drug dealer,punishment,thai boxing,vengeance,English,Denmark,R,5.7
The Names of Love,Color,Comedy,Drama,Romance,,,,,activist,promiscuous daughter,promiscuous woman,sex in a bed,voyeurism,French,France,R,7.2
Savage Grace,Color,Drama,,,,,,,incest,male nudity,older man younger woman relationship,orgasm,son murders mother,English,Spain,Not Rated,5.9
Police Academy,Color,Comedy,,,,,,,misfit,police,police academy,police cadet,police officer,English,USA,R,6.7
Four Weddings and a Funeral,Color,Comedy,Drama,Romance,,,,,1990s,chick flick,funeral,gay relationship,wedding,English,UK,R,7.1
25th Hour,Color,Drama,,,,,,,bar,dream,drug dealing,nightclub,widower,English,USA,R,7.7
Bound,Color,Crime,Drama,Romance,Thriller,,,,gangster,lesbian,mafia,money,neo noir,English,USA,R,7.4
Requiem for a Dream,Color,Drama,,,,,,,addiction,diet pill,drug addiction,fast motion scene,heroin,English,USA,R,8.4
Tango,Color,Drama,Musical,,,,,,dancer,director,love,musical filmmaking,tango,Spanish,Spain,PG013,7.2
Moms' Night Out,Color,Comedy,,,,,,,blogger,pastor,reference to the shawshank redemption,taser,tasered,English,USA,PG,5.4
Donnie Darko,Color,Drama,Sci0Fi,Thriller,,,,,1980s,death,insanity,parallel universe,time travel,English,USA,R,8.1
Character,Color,Crime,Drama,Mystery,,,,,bailiff,lawyer,office,police,school,Dutch,Netherlands,R,7.8
Spun,Color,Comedy,Crime,Drama,,,,,male nudity,meth,meth lab,nudity,speed freak,English,USA,R,6.8
Lady Vengeance,Color,Crime,Drama,,,,,,cake,christian,lesbian sex,oral sex,pregnant schoolgirl,Korean,South Korea,R,7.7
Mean Machine,Color,Comedy,Drama,Sport,,,,,inmate,prison,prison guard,soccer,soccer star,English,UK,R,6.5
Exiled,Color,Action,Crime,Thriller,,,,,baby,friendship,macau,practical joke,selfie,Cantonese,Hong Kong,R,7.3
After.Life,Color,Drama,Horror,Mystery,Thriller,,,,breath on mirror,buried alive,engagement ring,looking at one's self in a mirror,serial killer,English,USA,R,5.9
One Flew Over the Cuckoo's Nest,Color,Drama,,,,,,,1960s,escape,mental institution,nurse,sexuality,English,USA,R,8.7
Falcon Rising,Color,Action,Adventure,,,,,,,,,,,English,USA,R,5.8
The Sweeney,Color,Action,Crime,Drama,,,,,bank,criminal,detective,flying squad,policewoman,English,UK,R,6.1
Whale Rider,Color,Drama,Family,,,,,,girl,maori,new zealand,tradition,whale,English,New Zealand,PG013,7.6
Paa,Color,Comedy,Drama,,,,,,adult actor playing minor,politician,progeria,reference to spiderman,school,Hindi,India,,7.2
Pan,Color,Adventure,Family,Fantasy,,,,,1940s,child hero,fantasy world,orphan,reference to peter pan,English,USA,PG,5.8
Night Watch,Color,Fantasy,Thriller,,,,,,battle,bridge,mother son relationship,supernatural power,vampire,Russian,Russia,R,6.5
The Crying Game,Color,Crime,Drama,Romance,Thriller,,,,androgynous,full frontal male nudity,irish republican army,psychological drama,tragic love,English,UK,R,7.3
Porky's,Color,Comedy,,,,,,,female full frontal nudity,revenge,school,sheriff,virginity,English,Canada,R,6.2
